Epoch,Loss,System_Status
79,6737946875030514987813568512.0000,CORE_ISOMORPHIC_LOCKED
80,6737946875030514987813568512.0000,CORE_ISOMORPHIC_LOCKED
81,6737946875030514987813568512.0000,CORE_ISOMORPHIC_LOCKED
82,6737946875030514987813568512.0000,CORE_ISOMORPHIC_LOCKED
83,6737946875030514987813568512.0000,CORE_ISOMORPHIC_LOCKED
84,6737946875030514987813568512.0000,CORE_ISOMORPHIC_LOCKED
85,6737946875030514987813568512.0000,CORE_ISOMORPHIC_LOCKED
86,6737946875030514987813568512.0000,CORE_ISOMORPHIC_LOCKED
87,6737946875030514987813568512.0000,CORE_ISOMORPHIC_LOCKED
88,6737946875030514987813568512.0000,CORE_ISOMORPHIC_LOCKED
89,6737946875030514987813568512.0000,CORE_ISOMORPHIC_LOCKED
90,6737946875030514987813568512.0000,CORE_ISOMORPHIC_LOCKED
91,6737946875030514987813568512.0000,CORE_ISOMORPHIC_LOCKED
92,6737946875030514987813568512.0000,CORE_ISOMORPHIC_LOCKED
93,6737946875030514987813568512.0000,CORE_ISOMORPHIC_LOCKED
94,6737946875030514987813568512.0000,CORE_ISOMORPHIC_LOCKED
95,6737946875030514987813568512.0000,CORE_ISOMORPHIC_LOCKED
96,6737946875030514987813568512.0000,CORE_ISOMORPHIC_LOCKED
97,6737946875030514987813568512.0000,CORE_ISOMORPHIC_LOCKED
98,6737946875030514987813568512.0000,CORE_ISOMORPHIC_LOCKED
99,6737946875030514987813568512.0000,CORE_ISOMORPHIC_LOCKED
100,6737946875030514987813568512.0000,CORE_ISOMORPHIC_LOCKED
